question_id,reasons,stem
q009192-0f708826,chart_missing,The total sales of both companies in 2015 is what percent more than the total sales of both the companies in 2013?
q009193-8df99b0c,chart_missing,Find the difference between the total sales of company G-Shock from 2012 to 2014 and that of company Casio from 2013 to 2015?
q009196-00961d64,chart_missing,"If the ratio of boys to girls (who passed ) in 2000 from school A was 12 : 8 and it was the same in 2004 as well for same school, then find the percentage incre"
q009197-0a9946b7,chart_missing,"What is ratio of the average number of students passed from school A in 2001, 2002 and 2004 to that of from school B in 2002, 2004 and 2005 ?"
q009198-247b54c1,fraction_flattened|option_bleed|chart_missing,If 77 9% of the students who passed out from school B in 2006 went on to pursue engineering and the ratio of students who pursued engineering from school B in 2
q009199-dc84a64d,option_bleed|chart_missing,"What is the difference of the number of student who passed of school B in year 2004, 2005 and 2006 and number of student who passed of school A in same year ?"
q009201-2203bd4d,chart_missing,What is the average number of student participating in acting from Q and R and number of student participating in singing from T and V?
q009202-4640ddab,fraction_flattened|chart_missing,"If 40% of the total students of college S who participated in acting, 2 are doing solo acting and other are in group acting. 66 3 % of the students participated"
q009203-8561c7fa,chart_missing,The difference between the no. of students participating in dancing from college P and R and that in singing from T and U ?
q009204-fe7224d3,chart_missing,The total number of students participated from college S is what percent more/less than that from college R? ( Rounded off to two decimal places)
q009205-dc87086f,chart_missing,Find the ratio of total visitors in museum B in 2012 and 2013 together to that of museum A in 2013 and 2016 together.
q009206-16dab2e3,option_bleed|chart_missing,What is the sum of differences between number of students through all these years in A and B?
q009207-e71efc74,chart_missing,What is the ratio of Number of children in Class B for all the years to the total number of student in class A for all the years?
q009208-664248d5,chart_missing,What is the sum total of student for class A in 2011 and 2013 and total number of students in 2015 & 2016 for class B?
q009211-9a84b9bb,stem_truncated|fraction_flattened|chart_missing,"If in year 2014, 20% of students who applied for"
q009212-0f02f08c,stem_truncated|chart_missing,If number of students who applied for
q009213-af841796,stem_truncated|chart_missing,What is the difference between average of number of students who applied for SSC-CGL over all years and average of number of students who applied for
q009214-9ee570fd,stem_truncated|chart_missing,If 45% of students who applied for
q009215-a9cf36e6,chart_missing,"What is the difference between the number of candidates appeared from institutions B, C, D and F together and number of candidates passed from institutions A, E"
q009216-6143f561,chart_missing,What is the average number of candidates passed from all the institutions together?
q009217-06f2de18,chart_missing,"Number of candidates passed from institutions C and E together is approximately, what per cent of the total number of candidates appeared from institutions A an"
q009218-8dca196c,chart_missing,"From which institution, the difference between the number of appeared candidates and passed candidates is maximum?"
q009219-5d18217b,chart_missing,What is the respective ratio between the number of candidates who have failed from institution B and the number of candidates who have appeared from institution
q009227-3efed2f2,fraction_flattened|chart_missing,What is the ratio of Number of children in Class B for all the years to the total number of student in class A for all the years?
q009230-e34d3a4f,fraction_flattened|chart_missing,What is the ratio of total sales of company B in 2012 and that of company A in 2014 to the total sales of company A in 2011 and that of company B in 2015?
q009231-d3031a1f,fraction_flattened|chart_missing,What is the difference between the sales of company A in 2016 and that of company B in 2016 if the sales of company A and B increase by 20% and 10% respectively
q009232-b6c76c62,fraction_flattened|chart_missing,The total sales of both companies in 2015 is what percent more than the total sales of both the companies in 2011?
q009233-c141d196,fraction_flattened|chart_missing,"If the sales of company A increased by 33.33% in 2011 over its sales in 2010, then find the percent increase in the sales of company A in 2015 with respect to t"
q009234-5368465f,chart_missing,If no. of boys participated from Greenfield public school in 2009 is 10% less than the total no. of girls participated from DAV and Geeta Niketan in that year a
q009235-edd1ce05,chart_missing,The difference between total number of boys participated and total number of girls participated from gita niketan in all years together is what percent of the t
q009236-e49faa93,chart_missing,Girls participated from DAV in 2007 is approximately what percent less/more than the boys participated from Gita Niketan in 2009 and 2010 together?
q009237-f1036d54,chart_missing,Find the difference between average no. of students participated from the 2 Schools over the years.
q009238-44314f68,chart_missing,Find the total number of boys participated from Gita Niketan in all years together
q009239-581ed396,chart_missing,"On 8th August, the price of silver (in Rs. per kg) is increased by 12% as compared to previous day and the price of gold (in Rs. 10 g) is decreased by 15% as co"
q009240-fdebf1d9,chart_missing,On 2nd August the ratio between the price of silver (in Rs. per kg) and gold (in Rs. per 10 g) is 51 : 25 and the price of gold on 3rd August was 6% more than t
q009241-45c1fb25,chart_missing,"By how much per cent the rate of silver is less than the rate of gold on 6th August, 2010 ?"
q009242-4275798d,chart_missing,What is difference of average price of gold ( in Rs/10gm) and average price of silver( in Rs/kg) ?
q009243-f94e837f,chart_missing,What is the average price of silver (in Rs./kg) for the given dates ?
q009245-afc62a1a,chart_missing,In which city difference between cost of one kg of apple and cost of one kg of Grapes is second lowest
q009246-8e5c9def,fraction_flattened|chart_missing,Average of cost of all three fruit in Ropar is what percent of average of all three fruits is Jalandhar. 1 2
q009247-3c32df5f,chart_missing,"What is the ratio of sum of cost price of apple in Delhi, Chandigarh and Ropar together to the sum of cost price of Guava in Jalandhar, Delhi and Hoshiarpur tog"
q009248-f063d9a7,chart_missing,"A shopkeeper from Jalandhar purchases apple and Guava at the rate given in table. At what price should he sell 2 kg of apple and 3 kg of Guava so, that on selli"
q009249-5dfc62e0,fraction_flattened|chart_missing,Cost of Guava in Jalandhar and Ropar together are what percent more or less than cost of Grapes from Delhi and Chandigarh together. 3 5 3
q009250-534dc1b1,chart_missing,"What is the average number of students passed in semester II in Chemistry, Biology and Physics?"
q009251-0996a78f,chart_missing,What is the ratio of number of students not passed in Physics in semester I to the number of students passed in Computer in semester II?
q009252-3c049b54,fraction_flattened|chart_missing,"In semester II, the number of students passed in Computer is how much percent more than the number of students passed in Maths in semester II ? 2 1 1"
q009253-4ae018de,chart_missing,"After the revision of result for semester I, it is found that the number of students passed in Chemistry is increased by 4% to the previous number. What is the "
q009257-e5ba4f6d,chart_missing,What is the average numbers of sim sold by Reliance company over the given period ? (rounded off to nearest integer )
q009258-6bbf68e5,chart_missing,"In which of the following year, the difference between the number of sims sold by Reliance company and Vodafone is the maximum in the given years ?"
q009264-be6ca209,fraction_flattened|chart_missing,"What is the difference between average of articles sold by A is July, Oct and Nov to the average of articles sold by B in Aug, Sep and Oct. 2"
q009267-0d419d7e,fraction_flattened|chart_missing,"Find the number of Hockey sold on Saturday by A and B together, if number of Hockey sold on Saturday is 5 hockey sold on Friday by A and B together?"
q009268-191d6202,chart_missing,What is the difference between the number of Hockey sold on Monday and Wednesday by B to the number of Hockey sold on Friday by both A & B together?
q009269-87b3f406,chart_missing,A sold 70% defective Hockey on Friday and B sold 50% defective Hockey on Tuesday. Then find the number of Hockey sold by A on Friday and B on Tuesday that are n
q009270-29c7a205,chart_missing,Number of students appeared from state B in 2009 is about what percent of total students appeared from state A all over the years?(approx.)
q009271-1a33ff4a,chart_missing,What is the difference between the total number of students from state A in 2004 and 2005 together and those of state B in 2008 and 2009 together?
q009272-8e8a4d4e,chart_missing,"What is the ratio of number of students appeared in examination from state B in 2004 ,2006 and 2008 to the number of students appeared from state A in 2005,2007"
q009273-9c0c65fa,chart_missing,If in 2010 the number of students appeared from state A is increase by 10%and those from state B increased by 15% as compared to the number of students from res
q009274-4e3b0d6b,chart_missing,What is the difference between average number of students from state A and state B all over the years?
q009275-884020ae,chart_missing,What is the difference between number of votes polled in constituency A and B together in 2013 and number of votes polled in both constituencies together in 201
q009276-7f3d06f4,chart_missing,Find ratio of votes polled in constituency A in 2014 and polled votes in constituency B in 2016.
q009277-c970f4c0,fraction_flattened|chart_missing,Number of votes polled in constituency A and B together in 2015 is what percent less or more than the number of votes polled in constituency B in 2015 and 2016 
q009278-86a4615b,chart_missing,"If 10% of total votes polled in constituency A in 2012 is invalid and 5% of votes polled in constituency B in 2013 is invalid, then find the average of valid vo"
q009279-23d4e20d,chart_missing,Find average number of votes polled in constituency A in all the given years.
q009310-79732947,fraction_flattened|chart_missing,"In a war, 83 3 % of total number of one army unit of king F died. If the ratio of alive infantry, horses and elephants (with soldiers) is 6 : 5 : 2, then find t"
q009311-70af3b5c,chart_missing,By what percent approximately the total number of soldiers in one army unit of king A is more or less than that of King E ?
q009312-b4c1208a,chart_missing,"Kind D gave his 1 army unit to king A as dowry. King A sent that army unit along with his one army unit to king E. King E divided the infantry, horses and eleph"
q009313-94821517,chart_missing,"What is the ratio of average number of soldiers of 1 army unit of King F to the average number of infantry, horses and elephants of 1 army unit of king B ?"
q009314-9dc1fd0b,chart_missing,"What is the average speed of the train on Day 1, Day 3 and Day 4 together if the train travelled same distance on each of these days?"
q009315-0539cce9,chart_missing,"On day 5, the train covered a distance of 300 km while the car covered 240 km. What is the ratio of time taken by the car to the time taken by the train on that"
q009316-2afe90c6,chart_missing,"If the time taken by the car is thrice to the time taken by the train on day 3, then the distance covered by the car is how much percent more than the distance "
q009317-eb16a52c,option_duplicate|chart_missing,"For which day, the percentage increase/decrease in the speed of train from the previous day is the maximum?"
q009318-22a6242a,chart_missing,"If both the train and the car travelled for 3 hours 20 minutes each on day 2, then what is the difference of the distances travelled by the train and the car on"
q009319-bab892f6,chart_missing,"In June, Avanish spent 25% less amount on others as compared to what he spent on others in May. Find the percentage contribution of money spent on others in Jun"
q009320-04fb2610,chart_missing,Avanish invested 10% of the money spent on others in January in a business which gives him 10% interest per annum on amount invested. Find the interest earned b
q009321-37da63ca,chart_missing,What is the difference in amount saved and amount spent on education by Avanish in April?
q009322-b0ce3aa5,chart_missing,Find the total expenditure made in February except education?
q009323-b2852d4a,option_bleed|chart_missing,Find the ratio of money spent on Education in February to monthly salary in February?
q009329-d26841db,chart_missing,"If the imports in 2008 was Rs. 250 crore and the total exports in the years 2008 and 2009 together was Rs. 500 crore, then the imports in 2009 was"
q009330-cea05d44,chart_missing,What was the percentage increase in imports from 2007 to 2008 ?
q009331-fa185d01,chart_missing,If the imports in 2010 are 40% of the export in 2009 then total imports and exports in 2010 is what percent of the total imports and exports in 2009 ? (calculat
q009332-31aa5c45,chart_missing,If total imports and exports in 2011 is 255 cr. And the total imports in 2005 is 35% less than the exports in 2011 then find the total imports and exports in 20
q009333-1c15b04d,chart_missing,If the export in year 2011 is 400 crore. The import in year 2012 is 50% of the import of the year 2011 and export in 2012 is 2/5 th of the export of 2011. Then 
q009334-59bfb6df,chart_missing,"If out of the total number of viewers from both of the theatres in January, the ratio of male to female is 7 : 5 and out of the total number of viewers from bot"
q009335-a53a5623,chart_missing,"Find the ratio between the average number of viewers from January and July from theater A to the average number of viewer from July, September and November from"
q009336-9e64b506,chart_missing,If number of viewers of theatre A in January 2016 increases by 20% and of theatre B by10% as compared to the corresponding no. of viewers of these theatres in J
q009337-7e9a372f,chart_missing,The number of viewers of theatre B in October is equal to average number of the viewers of same theatre in September and 5 November. Also the viewers of theatre
q009338-c141f5bf,chart_missing,The total number of viewers in March 2016 increased by 40% as compared to that in March 2015. If the viewers of theatre A in March 2016 are 25% more than that i
q009341-15cc8282,chart_missing,"In a match between Bangladesh and New-Zealand, if New-Zealand scored 30% more runs in 1st inning and 10% less runs in 2nd inning as compared to Bangladesh then "
q009342-327b5672,fraction_flattened|chart_missing,If Sri Lanka has to score runs equal to the runs scored by India in both innings then by what percent Sri Lanka has to increase their total score of both inning
q009343-97024884,chart_missing,"If there is a match between Pakistan & Bangladesh and Pakistan & Bangladesh both score 10% & 30%, more runs in 1st and 2nd innings respectively, then which team"
q009348-314dbfd3,fraction_flattened|chart_missing,If 35% of production of company X in 2010 is added to the sale of company X in 2012 then total sale of company X in 2012 is what percent of the total sale of co
q009374-12391a37,option_bleed|chart_missing,If the investment in Railway and Defence sector is increases by 15% and 25% respectively then how much percentage increase in total investment(in percentage) ?
q009375-a95ec3b6,option_bleed|chart_missing,If the government reduces the investment on Defence sector by 20% and distributed this money on Railway and insurance sector in the ratio 5 : 3 then investment 
q009378-0bfa1f36,chart_missing,If in year 2017 expenditure on Cricket and basketball increases by 20% and 12% than the previous year respectively and ratio of expenditure between these two sp
q009383-d9156df7,option_bleed|chart_missing,"If in 2017, population of city D and C increases by 10% and 15% respectively over previous year and the male population is increased by 15% and 20% respectively"
q009384-2c2a9201,chart_missing,"What was the population of city C in 2014, if population increase at the rate of 20% annually."
q009385-86444adc,option_bleed|chart_missing,Number of females in city C is how much percent more or less than the males in City D [approximately]?
q009386-31327357,fraction_flattened|option_bleed|chart_missing,If the tourist traffic from India to USA is 165000 more than that of UK then overseas tourist traffic in the age group of (40-49) years are how much (in lakh) m
q009389-67c2f427,chart_missing,"If amongst other countries, Switzerland, accounted for 25% of the Indian tourist traffic, and it is known from official Swiss records that a total of 25 lakh In"
q009393-7eb65e11,fraction_flattened,If profit percentage of A in 2016 is equal to profit percentage of C in 2017 and expenditure of A in 2016 is 20 L then what is the expenditure of C in 2017.
q009396-c71c51ab,option_bleed|chart_missing,What is the average saving of B and C together?
q009397-88a137e4,option_bleed|chart_missing,"If Income of Employee A decreases by 10% and its expenses increase by 20%. Then, his saving changes by what percent? (approximately)"
q009398-2fb626dc,chart_missing,If the income of D increases by 10% and income of E decreases by 20% then what will be the effect on net income of five employees?
q009400-1ae39637,fraction_flattened|chart_missing,If expenses of C increase by 15% then to how much percentage of increment is necessary in his income to keep his saving same as before?
q009401-05a9bc34,chart_missing,Total number of admission in 2016 and 2017 are 2000 and 2500 respectively. Number of students in DPS in 2016 is what percent less or more than number of student
q009403-58c96eaf,option_bleed|chart_missing,If the total number of admission in 2017 is 5000 and 500 students left DPS in 2017 and taken admission in RPM in 2017 then number of admissions in RPM increases
q009404-49f7fbef,chart_missing,If total student taking admission in 2017 is 6000 and in 2016 is 4000. Then find the ratio of total student taking admission in RPM and LPA in 2016 and total st
q009405-cf559085,option_bleed|chart_missing,"If total student taking admission in 2016 and 2017 is 8000 and 10,000 respectively. And number of boys in GPS is 400 in 2016 and number of girls in DPS in 2017 "
q009407-44a1e609,chart_missing,What is the difference between total number of failed candidates from state MP and Bihar together and the failed candidates from state Maharastra and Jharkhand 
q009408-f1aeeb3e,chart_missing,15% of candidates who have applied from state Rajasthan did not appear for the exam then what percent of the appeared candidates from Rajasthan pass the exam. (
q009409-074d1dfc,chart_missing,If ratio of male to female who applied from state UP is 7 : 5 and ratio of male to female candidates who qualified the pre exam from state UP is 2 : 3 then what
q009410-9230e1d2,option_bleed|chart_missing,What is the difference between the central angle of candidates who applied from state Uttarakhand and Jharkhand and the central angle of candidates who qualifie
q009413-61947026,chart_missing,If the cost of stay per person in Himalayan Inn was Rs. 3000 and there was no provision of refund in case of no show up then calculate the profit made by Himala
q009414-0d634c93,chart_missing,"If in Whispering woods, only couples booked the rooms, then find the number of couples who didn’t show up there as the percentage of total number of persons who"
q009415-b235cb06,chart_missing,Hotel Exotica charges Rs. 5000 per person and Rs. 500 extra for the rooms with balcony. If 30% of the persons who booked Exotica booked rooms without balcony & 
q009416-eae79712,chart_missing,Number of person who showed up in Hotel Himalayan Inn & Pinewood together is what percent of the number of person who booked the room in same hotel together ?
q009417-16c3dd30,chart_missing,"If Rahul earned a profit of Rs. 7200, then find the difference between the average profit earned by Puneet & Vikas & the average profit made by Rohan & Raghav?"
q009418-4dac8bf2,chart_missing,Vikas invested the profit earned by him in another business and got a profit of 20%. If his profit from second business in Rupees was Rs. 3600 then find the pro
q009419-16288032,chart_missing,Due to some reasons Rahul withdrew half of his initially planned amount after 4 months. If Rohan invested more amount equal to that withdrawn by Rahul for rest 
q009420-50003401,chart_missing,"All the friends decided to withdraw rd of their amount and thus, at 3 the end of year Puneet & Rohan shared an average profit of Rs. 1400. What is the ratio of "
q009421-743be28c,chart_missing,If Vikas earned Rs. 6000 more profit than Rahul then profit earned by Rohan is what percent more or less than profit earned by Raghav ?
q009425-ca325f0d,fraction_flattened|chart_missing,"If spending on transportation is Rs. 1350, find spending on Sports, Clothing and other together."
q009436-abaf2fbf,fraction_flattened,If income of company G in 2016 is company G in 2015 then what is the percentage distribution of income for firm F in 2016. 89
q009438-db5e80a4,chart_missing,What is the difference between the no. of girls interested in studying computer and that of science?
q009439-313ad72c,chart_missing,What is the ratio of the no. of boys interested in studying Computer and English together to that of girls interested in studying Sanskrit and Maths together?
q009442-eedc3a5c,chart_missing,The number of female students in Chemical Engineering is what percent of the number of male students in Civil Engineering?
q009443-17235aba,chart_missing,What is the ratio of the number of female students in Mechanical and Computer Engineering together to the number of male students in Electronics and Civil Engin
q009444-d6b92787,fraction_flattened|chart_missing,"In a new stream Biotechnology, the total number of students is 1 8 % 3 less than that in Chemical Engineering. If the ratio of the number of male and female stu"
q009445-e44a8f9d,chart_missing,"What is the total number of male students in Computer, Electronics and Chemical Engineering?"
q009446-b1c101dc,chart_missing,What is the difference between the average of number of male students in Mechanical and Electronics Engineering together and the average of the number of male s
q009447-11c68100,fraction_flattened,"If 44 9 % of the runs scored against Sri Lanka in ODI’s and runs scored against the same team in test matches, are scored in India. Then find the difference bet"
q009451-c16fd764,option_bleed,"If the runs scored in ODI matches against west indies is 20% of the total runs scored in ODI matches against “others”, then find the difference between runs sco"
q009453-3f740b70,fraction_flattened|chart_missing,What is the difference between the wages paid to the QC staff & Maintenance worker ?
q009456-1faac5b9,chart_missing,The management decided to give an ex-gratia grant to daily wage workers. The grant was 20% of the total wages paid to daily wage workers. If a daily wage worker
q009457-d4b3a928,chart_missing,"If the management increased the total wages to be paid by 10% (across the board) for the year 2016-17, what was the difference between the wages paid to packers"
q009462-b3a5e313,chart_missing,The approximate average marks scored by student in each subject are
q009463-af4cf6f0,chart_missing,What is the difference between average of number of students enrolled in Dancing and stiching hobby together and average of students enrolled in Painting and co
q009464-81334136,chart_missing,"If in year 2017 total students who were enrolled in singing and 100 painting increases by 3 % and 20% respectively, then find the total number of enrolled stude"
q009465-38a5ec7b,chart_missing,What is the ratio of total students enrolled in Dancing and drama together to the 160% of total students enrolled in cooking and painting together.
q009466-e9235543,chart_missing,"What is the average of number of students enrolled in Singing, Dancing and Painting together."
q009467-742722a9,chart_missing,If total students who are enrolled in painting and Singing together 100 in 2017 are 3 % more than those enrolled in these two hobby in 2016 and in 2017 total en
q009468-b75b294c,chart_missing,If ratio of male to female in village P and village Q is 2 : 3 and 4 : 1 respectively then females in village P are what percent of females in village Q.
q009469-8c63b52e,chart_missing,If in the year 2017 population of village R and S increases by 20% and 25% respectively what is the sum of population in these villages in 2017.
q009474-a901aeb4,fraction_flattened,"If total no. of cars sold in Delhi in 2002 is 4 lakhs, then how many of the cars manufactured by Maruti remained unsold? Given: no. 8 of cars sold by Maruti in "
q009482-17a9e9d0,chart_missing,"If 85% of D type cars produced in each year were sold by the company, then how many D type cars remained unsold in total?"
q009494-e51c2026,fraction_flattened|chart_missing,If 16 % NRE account holders and 18% NRO account holders close their account then total no. of NRE accounts in 2nd and 3rd quarter is approximately what percent 
q009503-df683d2b,fraction_flattened,"If fare per person of Delhi metro to Mumbai metro is 10 : 9 on all days and sum of fare obtained from both metro on Tuesday is Rs. 4350, then total fare obtaine"
q009505-921341ef,fraction_flattened,Engineers Recruited by company except from IITs in stream Geotechnological Engineering 30% are master degree holders and Engineers recruited from IITs in Buildi
q009506-bb82b02d,fraction_flattened,"If the number of engineers recruited from IITs in Environmental and water Resource Engineering are in ratio of 4 : 1, then how many Engineers recruited in Envir"
q009510-e6f90c69,chart_missing,Number of HP Laptops sold by A and B together is approximately what percentage more or less than the number of Asus laptop sold by E and F together?
q009511-8cabffc7,chart_missing,"Find the difference between the number of Asus laptop sold by D and E together to the number of HP laptop sold by A, B and F together?"
q009512-ffb0fcb1,chart_missing,What is ratio of number of HP laptop sold by D and F together to HP laptop sold by B and E together? 139 109 113
q009513-0cdb5a34,chart_missing,Find the total profit earned by seller A if seller A earns Rs. 40 and Rs. 70 per laptop on HP and Asus respectively.
q009514-642b34cc,chart_missing,"If seller E sells Asus laptop at a loss of Rs. 30 each so at how much profit he should sell each HP laptop to gain Rs. 3,200 in total."
q009517-cf439619,chart_missing,Find the average of number of males in company D and company C and females in company B if ratio of total number of males to total number of females is 3:2 and 
q009527-ef3f1133,chart_missing,If the ratio of sale of pulsar in 2015 to sale of Bullet in 2016 is 3 : 7 then sale of discover in 2016 is what percent of sale of Suzuki in 2015 (approximately
q009529-27e8901f,fraction_flattened|chart_missing,Which state has got the maximum no. of children per school?
q009532-505afcce,fraction_flattened|chart_missing,"If 30% of the students in Orissa drop out of school after 5th standard, then find the difference between the no. of students per school till 5th standard & no. "
q009535-6093bf05,fraction_flattened|option_bleed|chart_missing,On Which day of week Abhishek framed minimum number of questions?
q009537-b4b313ce,fraction_flattened|chart_missing,If questions framed by Abhishek on Tuesday of next week is increased by 50% over the tuesday of given week and total number of questions framed on tuesday of ne
q009538-3b62ba17,fraction_flattened|option_bleed|chart_missing,Find the ratio of number of questions framed by Bhavya on Wednesday and Friday together to the number of questions framed by Abhishek on Monday and Wednesday to
q009540-f3904608,fraction_flattened|chart_missing,The number of students admitted in Robotics in 2014 is what percent of the number of students admitted in Agricultural in 2012? 1
q009545-374e0f58,chart_missing,The number of 2 BHK flats in C group is what percent more than the number of 3 BHK flats in D group?
q009548-0f3d335f,fraction_flattened|chart_missing,What is the difference between the number of 2 BHK flats in D group and number of 3 BHK flats in B group?
q009549-3ca273f0,chart_missing,"What is the difference between the average of the export of Tea to Russia and Iraq and the average of the export of Tea to other countries, Pakistan and Egypt? "
q009552-9fad6d65,chart_missing,What is the ratio of total price of exported Tea to Egypt to the total price of exported Tea to Other countries?
q009553-eb8bc0d1,option_bleed|chart_missing,What is the difference between the total price of tea exported to Russia and the total price of tea exported to UK and Egypt together? (in $ thousand)
q009556-5641a799,option_bleed|chart_missing,What is the approximate percentage increase in the export of Olive oil during year 2015-16?
q009560-aa2f261b,chart_missing,"What is the difference between total Adult population of cities C and D together and total male (adults) from C, D and F together ?"
q009563-bf4610ca,option_bleed|chart_missing,"If 10% of adults from City A is graduate, then what is the ratio between graduate from City A and adult female population from city B ?"
q009564-c07d09ad,chart_missing,What is the ratio between total number of males of village X & Y together in 1992 to the population of village Z in 1995 ?
q009567-f5da8cce,option_bleed|chart_missing,Number of males from all villages in 1993 & 1994 together is how much percent more or less than the number of females of village Y in same years?(approx..)
q009569-a7fd442f,fraction_flattened|chart_missing,Total number of females placed from University B in 2015 are what percent of total males placed from University C in same year? 14
q009572-db27e51d,option_bleed|chart_missing,Find the average number of placed students from all universities except university D in 2015.
q009573-8b8429e6,option_bleed|chart_missing,Female students placed from university E in 2015 are what percent less than female students placed from university A in 2016 ?
q009575-7043fb8d,fraction_flattened|chart_missing,What is the ratio of number of men from village C to the number of women from village A and B together ? (approximately)
q009576-1770bdc9,fraction_flattened|chart_missing,What is the average of the number of children from all five villages ?
q009577-eb1bbbba,fraction_flattened|chart_missing,Number of women from village C and E together are approximately what percent less or more than number of women from village B and D together ?
q009578-60a129ba,fraction_flattened|chart_missing,If 25% children from village A attains 18 years of age after one year then what is the percentage increase in the number of adults (equal to or above 18 years) 
q009579-04bdbf54,fraction_flattened|chart_missing,What is the number of women above or equal to 18 years from all villages together.
q009580-6c88e135,chart_missing,"If in year 2010, total number of freshers passed from city K was 320, then how many freshers candidates passed the SBI exam from city L ?"
q009581-537e4ebe,chart_missing,"If in year 2010, total passed candidates from all cities was 1250, then what is the number of the non-fresher candidate from city X who passed the SBI exam in s"
q009582-ee6c1f1c,chart_missing,"If the non-fresher candidates passed from city Y in year 2010 were 180, then how many total candidates passed the SBI exam from all cities together?"
q009583-a548be34,chart_missing,"If total passed candidates from city Y in year 2010 was 320, then what is the ratio between the no. of freshers passed from city X and that of non-fresher passe"
q009588-6b792caa,fraction_flattened|chart_missing,LCA exported in 2016 contributed what percent of total LCA produced in the given two years together ? 13
q009592-eb602212,fraction_flattened|chart_missing,Female tourist visiting H.P in year 2016 is what percent of male tourists visiting M.P. in year 2016 ?
q009597-ead6fa17,fraction_flattened|chart_missing,Total male and female employee from branch T and S together is what percent of total male and female employee from branch R and Q together ? 7
q009598-9a952a97,fraction_flattened|chart_missing,Total amount got by selling article A is what percent more thanthe total amount got by selling article B? 2
q009599-09661094,chart_missing,"What is the average amount got by selling article B, C and E together?"
q009600-43a0b7d7,fraction_flattened|chart_missing,Suppose the seller wanted to sell another article named F whose 1 total selling price is 11 9 % more than the total selling price of article C and no. of articl
q009601-03b0bb42,chart_missing,If the seller sells th of number of article of type C at 40% more than 5 the price of each article of type B and sells the remaining article of type C at 3/5 th
q009602-4702dddc,chart_missing,Find the ratio of averageof total selling price of article A and E together to the average of total selling price of article if B and C together?
q009603-3669f3ee,chart_missing,What is the ratio of cars sold of company Suzuki to city A to the cars sold of same company in city E?
q009607-9a587a20,fraction_flattened|chart_missing,If cars sold in city C is increased by 11 2 increased by 66 3 %. Find the difference of new total Tata cars sold in city C and D together to new total Suzuki ca
q009608-57359785,chart_missing,What is the ratio of population of village E in 2002 to village A in 2000?
q009638-d77e4030,chart_missing,What is the ratio of total females from city M and O to the total illiterate males from city K and city L?
q009641-917e8fc0,option_bleed|chart_missing,"Average of investment made by Abhimanyu in scheme A, C is what % of average of investment made by Arunoday in scheme E and F (Approximately)"
q009646-14b5b1b5,fraction_flattened|chart_missing,"If saving of A, B, C, D, E and F are in the ratio 1 : 2 : 1 : 3 : 2 : 1 then what is the average of their income ?"
q009648-bb1dca91,fraction_flattened|chart_missing,If in June Month of same year total visitors increases by 20% over the January Month. And total foreigner increases by 30% then total Indian visitor in June mon
q009649-a460c4be,fraction_flattened|chart_missing,If 50% and 40% of total people who visited Taj Mahal in Feb and May respectively are females and ratio of male to female in foreign visitors in Feb and May is 5
